"sqft","floor","max_floor","rooms","finishing ","type_of_housing","subway","time_to_subway","transport_accessibility","park","time_to_park","reservoirs","mall","shool","time_to school","hospital","time_to_hospital","kindergarten","time_to_kindergarten","time_to_bar","parking_space","price","link"
"78","17","","3","да","вторичка","аминьевская ","5","","","13","","","","15","","27","","32","2","нет","48900000","https://www.cian.ru/sale/flat/310962545"
"83","22","","3","да","вторичка","аминьевская ","8","","","15","","","","11","","30","","33","6","нет","51500000","https://www.cian.ru/sale/flat/310425956"
"244.1","21","","4","да","вторичка","цска ","7","","","10","","","","7","","19","","8","3","да","78000000","https://www.cian.ru/sale/flat/293126875"
"146","36","","5","да","вторичка","ломоносовский проспект ","17","","","5","","","","19","","19","","17","21","да","84900000","https://www.cian.ru/sale/flat/310789240"
"115","2","","3","да","вторичка","белорусская","4","","","8","","","","5","","11","","18","1","да","101000000","https://www.cian.ru/sale/flat/306567075"
"142.5","3","","4","нет","вторичка","китай-город ","11","","","4","","","","4","","9","","16","1","нет","108900000","https://www.cian.ru/sale/flat/305881561"
"150","8","","3","да","вторичка","поклонная ","21","","","26","","","","5","","21","","6","24","нет","134500000","https://www.cian.ru/sale/flat/247174958"
"225.7","3","","4","да","вторичка","кропоткинская ","6","","","1","","","","1","","6","","13","4","да","169275000","https://www.cian.ru/sale/flat/293030412"
"200","3","","3","да","вторичка","маяковская ","3","","","4","","","","10","","3","","20","1","нет","194000000","https://www.cian.ru/sale/flat/308058150"
"200","3","","4","да","вторичка","фрунзенская ","9","","","12","","","","8","","11","","12","7","да","430000000","https://www.cian.ru/sale/flat/281590820"
"233","9","","4","да","вторичка","спортивная ","11","","","9","","","","7","","5","","7","9","да","600000000","https://www.cian.ru/sale/flat/306890254"
"158","6","","3","да","вторичка","полянка ","9","","","6","","","","6","","6","","10","5","да","205000000","https://www.cian.ru/sale/flat/307252068"
"106.2","19","","4","да","вторичка","серебряный бор ","7","","","20","","","","11","","16","","23","17","да","73000000","https://www.cian.ru/sale/flat/310398711"
"57","3","","2","да","вторичка","пушкинская ","2","","","2","","","","5","","7","","3","3","да","47250000","https://www.cian.ru/sale/flat/309516529"
"104.2","5","","2","нет","новостройка","маяковская ","1","","","7","","","","8","","6","","17","3","да","166084380","https://www.cian.ru/sale/flat/286258299"
"282.2","6","","5","да","вторичка","охотный ряд ","7","","","4","","","","4","","19","","8","3","да","750000000","https://www.cian.ru/sale/flat/309984603"
"43.7","2","","2","да","вторичка","славянский бульвар ","15","","","5","","","","10","","24","","24","14","нет","16000000","https://www.cian.ru/sale/flat/308657571"
"226.3","15","","4","нет","вторичка","баррикадная","15","","","6","","","","7","","8","","13","3","да","139900000","https://www.cian.ru/sale/flat/303782861"
"165.35","11","","4","да","вторичка","улица 1905 года ","7","","","3","","","","3","","10","","24","9","да","179000000","https://www.cian.ru/sale/flat/306852843"
"236.7","3","","5","нет","новостройка","новокузнецкая ","10","","","2","","","","11","","8","","19","7","да","497070000","https://www.cian.ru/sale/flat/303616466"
"104","5","","3","да","вторичка","красный балтиец ","4","","","11","","","","2","","6","","15","20","да","28500000","https://www.cian.ru/sale/flat/307780900"
"157","8","","4","нет","вторичка","тимирязевская ","4","","","4","","","","8","","19","","11","12","нет","69900000","https://www.cian.ru/sale/flat/309319111"
"88.7","26","","4","нет","новостройка","воронцовская","7","","","17","","","","12","","20","","32","16","нет","43519253","https://www.cian.ru/sale/flat/301261842"
"94","8","","3","да","вторичка","ломоносовский проспект ","19","","","14","","","","6","","11","","16","32","да","49000000","https://www.cian.ru/sale/flat/308788985"
"86","29","","4","да","вторичка","нагорная ","20","","","18","","","","3","","10","","30","11","да","51990000","https://www.cian.ru/sale/flat/310360730"
"148.5","3","","2","да","вторичка","маяковская ","2","","","7","","","","8","","6","","17","3","да","220000000","https://www.cian.ru/sale/flat/307826522"
"79","15","","3","да","вторичка","москва-сити ","17","","","3","","","","10","","9","","54","12","нет","45000000","https://www.cian.ru/sale/flat/307651925"
"155.8","5","","4","да","вторичка","улица 1905 года ","7","","","8","","","","9","","9","","14","3","да","119950000","https://www.cian.ru/sale/flat/309118695"
"305","23","","4","да","вторичка","славянский бульвар ","19","","","14","","","","15","","5","","0","24","нет","229000000","https://www.cian.ru/sale/flat/309806721"
"75","7","","3","да","вторичка","дмитровская ","15","","","7","","","","5","","4","","14","5","нет","23900000","https://www.cian.ru/sale/flat/299856733"
"98","10","","4","да","вторичка","бауманская","2","","","8","","","","6","","28","","48","4","нет","50000000","https://www.cian.ru/sale/flat/309318919"
"95","1","","4","да","вторичка","пушкинская ","5","","","5","","","","8","","18","","6","1","да","90000000","https://www.cian.ru/sale/flat/302502679"
"212","27","","5","да","вторичка","давыдково","5","","","17","","","","17","","5","","8","23","да","120000000","https://www.cian.ru/sale/flat/310566356"
"200","8","","3","нет","новостройка","мичуринский проспект ","12","","","26","","","","22","","27","","35","28","нет","160000000","https://www.cian.ru/sale/flat/310332652"
"201.3","7","","4","да","вторичка","динамо ","6","","","4","","","","6","","12","","16","2","нет","169990000","https://www.cian.ru/sale/flat/308160266"
"204","4","","4","нет","вторичка","фрунзенская ","16","","","5","","","","5","","1","","11","8","нет","300000000","https://www.cian.ru/sale/flat/305741064"
"200","12","","5","да","вторичка","поклонная ","23","","","12","","","","7","","18","","21","11","нет","300000000","https://www.cian.ru/sale/flat/305278283"
"261","5","","6","нет","вторичка","новокузнецкая ","6","","","5","","","","6","","21","","2","4","нет","370000000","https://www.cian.ru/sale/flat/310765687"
"54.7","4","","2","нет","вторичка","савёловская ","6","","","8","","","","5","","11","","13","7","да","19692000","https://www.cian.ru/sale/flat/309816572"
"62","3","","3","да","вторичка","петровско-разумовская ","9","","","12","","","","7","","31","","18","24","да","19990000","https://www.cian.ru/sale/flat/310355759"
"54.6","7","","2","нет","вторичка","савёловская ","6","","","8","","","","5","","11","","13","7","да","20748000","https://www.cian.ru/sale/flat/309817409"
"153","22","","3","да","вторичка","ломоносовский проспект ","4","","","26","","","","5","","21","","6","24","нет","167970000","https://www.cian.ru/sale/flat/306008768"
"200","12","","4","да","вторичка","студенческая ","6","","","12","","","","7","","18","","21","11","нет","299000000","https://www.cian.ru/sale/flat/275876368"
"53.2","14","","2","нет","вторичка","беломорская","4","","","20","","","","4","","24","","29","22","да","14600000","https://www.cian.ru/sale/flat/310067386"
"57.5","8","","2","нет","вторичка","коптево ","10","","","13","","","","19","","19","","26","42","да","18975000","https://www.cian.ru/sale/flat/309088865"
"60","17","","2","да","вторичка","мичуринский проспект ","19","","","18","","","","8","","26","","30","12","нет","24300000","https://www.cian.ru/sale/flat/310917742"
"123.3","8","","3","да","вторичка","шелепиха ","19","","","5","","","","15","","10","","59","18","да","66000000","https://www.cian.ru/sale/flat/306398198"
"86.7","13","","3","да","вторичка","парк победы ","17","","","8","","","","6","","32","","31","5","нет","95000000","https://www.cian.ru/sale/flat/310334461"
"113","66","","3","да","вторичка","москва-сити ","4","","","4","","","","17","","11","","63","3","да","130000000","https://www.cian.ru/sale/flat/306268386"
"246","24","","4","да","вторичка","минская ","11","","","7","","","","19","","25","","19","22","нет","225000000","https://www.cian.ru/sale/flat/309288690"
"70","2","","3","да","вторичка","юго-западная ","7","","","7","","","","4","","16","","9","17","да","27800000","https://www.cian.ru/sale/flat/310534055"
"151.6","5","","3","да","вторичка","сухаревская ","7","","","9","","","","2","","8","","20","7","да","115000000","https://www.cian.ru/sale/flat/309810361"
"340","7","","6","да","вторичка","арбатская ","7","","","1","","","","2","","5","","14","3","нет","490000000","https://www.cian.ru/sale/flat/303873045"
"125","15","","3","нет","вторичка","петровский парк ","11","","","5","","","","6","","11","","16","3","нет","62500000","https://www.cian.ru/sale/flat/298822106"
"112.7","8","","4","да","вторичка","серпуховская ","10","","","5","","","","7","","5","","18","4","да","74900000","https://www.cian.ru/sale/flat/308613181"
"340","7","","6","да","вторичка","арбатская ","7","","","1","","","","2","","5","","14","3","да","490000000","https://www.cian.ru/sale/flat/275372721"
"52","6","","2","да","вторичка","полежаевская ","8","","","3","","","","3","","29","","9","21","да","20000000","https://www.cian.ru/sale/flat/310262664"
"56.6","6","","2","да","вторичка","киевская ","8","","","5","","","","7","","33","","33","5","да","37800000","https://www.cian.ru/sale/flat/309811504"
"68","10","","2","да","вторичка","шелепиха ","19","","","5","","","","15","","10","","59","18","да","38307000","https://www.cian.ru/sale/flat/310782954"
"76","14","","3","нет","вторичка","раменки ","10","","","21","","","","5","","3","","19","26","нет","41500000","https://www.cian.ru/sale/flat/305321484"
"76","12","","3","нет","вторичка","раменки ","10","","","21","","","","5","","3","","19","26","нет","45000000","https://www.cian.ru/sale/flat/304051490"
"82","3","","3","нет","вторичка","аэропорт ","12","","","19","","","","9","","17","","18","5","нет","52000000","https://www.cian.ru/sale/flat/308042232"
"85","6","","3","да","вторичка","динамо ","7","","","9","","","","4","","10","","24","12","нет","55500000","https://www.cian.ru/sale/flat/304969489"
"150","11","","4","да","вторичка","ломоносовский проспект ","17","","","5","","","","19","","19","","17","21","да","78000000","https://www.cian.ru/sale/flat/298969311"
"196","26","","4","нет","вторичка","минская ","13","","","7","","","","19","","25","","19","22","да","150000000","https://www.cian.ru/sale/flat/270731248"
"186","2","","3","да","вторичка","университет ","4","","","11","","","","9","","21","","20","25","нет","199900000","https://www.cian.ru/sale/flat/245277094"
"295","5","","6","да","вторичка","фрунзенская ","8","","","2","","","","7","","3","","8","7","нет","450000000","https://www.cian.ru/sale/flat/304430166"
"721","15","","6","да","вторичка","минская ","16","","","9","","","","17","","21","","20","24","нет","550000000","https://www.cian.ru/sale/flat/303634507"
"62.4","1","","3","да","вторичка","серпуховская ","13","","","2","","","","4","","8","","21","1","да","22200000","https://www.cian.ru/sale/flat/300839371"
"160","5","","3","да","вторичка","новокузнецкая ","9","","","11","","","","8","","18","","4","3","нет","220000000","https://www.cian.ru/sale/flat/307653612"
"137.1","2","","3","да","вторичка","пушкинская ","10","","","3","","","","2","","11","","6","2","да","650000000","https://www.cian.ru/sale/flat/307000211"
"59.1","5","","3","да","вторичка","улица 1905 года ","2","","","6","","","","4","","6","","18","2","да","22000000","https://www.cian.ru/sale/flat/295285305"
"94","5","","2","да","вторичка","новокузнецкая ","9","","","11","","","","8","","18","","4","3","да","99000000","https://www.cian.ru/sale/flat/306837240"
"70","3","","2","нет","вторичка","технопарк ","11","","","30","","","","32","","41","","38","24","да","28990000","https://www.cian.ru/sale/flat/298346480"
"102.4","4","","3","нет","вторичка","технопарк ","14","","","35","","","","39","","48","","42","29","да","38500000","https://www.cian.ru/sale/flat/298337803"
"59","3","","1","нет","новостройка","улица 1905 года ","7","","","6","","","","3","","14","","26","13","да","61000000","https://www.cian.ru/sale/flat/303027445"
"71","8","","3","да","вторичка","минская ","5","","","13","","","","31","","44","","24","28","нет","42300000","https://www.cian.ru/sale/flat/308800566"
"187.9","25","","3","да","вторичка","деловой центр","2","","","18","","","","18","","16","","57","2","да","125000000","https://www.cian.ru/sale/flat/301266879"
"105","4","","3","да","вторичка","фрунзенская ","14","","","11","","","","7","","10","","19","6","да","160000000","https://www.cian.ru/sale/flat/308600747"
"250","6","","4","да","вторичка","спортивная ","8","","","3","","","","4","","7","","8","2","да","220000000","https://www.cian.ru/sale/flat/279095017"
"43.1","4","","2","да","вторичка","аэропорт ","5","","","9","","","","6","","10","","10","5","да","25820000","https://www.cian.ru/sale/flat/310348637"
"71","24","","3","нет","новостройка","матвеевская ","22","","","25","","","","33","","43","","34","30","да","33500000","https://www.cian.ru/sale/flat/299771808"
"45.8","3","","2","да","вторичка","улица 1905 года ","13","","","10","","","","4","","17","","16","3","да","41600000","https://www.cian.ru/sale/flat/306821480"
"62","3","","2","да","вторичка","новокузнецкая ","8","","","1","","","","4","","20","","7","6","нет","50000000","https://www.cian.ru/sale/flat/308878597"
"63","11","","3","да","вторичка","раменки ","6","","","15","","","","9","","11","","19","6","да","54900000","https://www.cian.ru/sale/flat/303645322"
"99","7","","3","да","вторичка","аминьевская ","5","","","13","","","","15","","27","","32","2","да","66900000","https://www.cian.ru/sale/flat/303542659"
"72","24","","1","да","вторичка","москва-сити ","4","","","3","","","","15","","12","","64","15","да","70000000","https://www.cian.ru/sale/flat/309804987"
"64.2","8","","2","да","вторичка","маяковская ","2","","","7","","","","8","","6","","17","3","да","75990000","https://www.cian.ru/sale/flat/297469215"
"125","11","","5","да","вторичка","алексеевская ","11","","","8","","","","4","","11","","13","13","да","82000000","https://www.cian.ru/sale/flat/310067056"
"78","30","","1","да","вторичка","москва-сити ","4","","","3","","","","15","","12","","64","18","да","92880000","https://www.cian.ru/sale/flat/309804983"
"97","3","","3","да","вторичка","улица 1905 года ","13","","","12","","","","8","","13","","49","15","да","97000000","https://www.cian.ru/sale/flat/302817609"
"107","15","","3","да","вторичка","университет ","5","","","11","","","","9","","21","","20","25","да","98900000","https://www.cian.ru/sale/flat/299243580"
"116","2","","2","да","вторичка","улица 1905 года ","7","","","5","","","","2","","12","","26","11","да","135000000","https://www.cian.ru/sale/flat/310269057"
"112.9","53","","3","да","вторичка","москва-сити ","4","","","4","","","","17","","11","","63","3","да","135000000","https://www.cian.ru/sale/flat/308405073"
"185","4","","4","да","вторичка","тверская ","5","","","3","","","","7","","10","","5","3","да","178000000","https://www.cian.ru/sale/flat/303532746"
"261","5","","6","нет","вторичка","новокузнецкая ","6","","","5","","","","6","","21","","2","4","да","370000000","https://www.cian.ru/sale/flat/304442092"
"340","7","","5","да","вторичка","арбатская ","7","","","1","","","","2","","5","","14","3","да","490000000","https://www.cian.ru/sale/flat/303811054"
"74.2","5","","3","да","вторичка","люблино ","23","","","6","","","","5","","13","","10","19","нет","18500000","https://www.cian.ru/sale/flat/306570764"
"72","12","","2","да","вторичка","автозаводская ","18","","","10","","","","14","","14","","26","16","да","38000000","https://www.cian.ru/sale/flat/310670806"
"95","8","","3","да","вторичка","тульская ","25","","","49","","","","7","","5","","33","5","нет","60000000","https://www.cian.ru/sale/flat/305595945"
"104","7","","3","да","вторичка","савёловская ","15","","","8","","","","11","","11","","38","11","да","69900000","https://www.cian.ru/sale/flat/310077454"
"132","4","","4","да","вторичка","сухаревская ","4","","","10","","","","6","","13","","11","3","да","91000000","https://www.cian.ru/sale/flat/307116678"
"167.6","2","","3","да","вторичка","третьяковская ","11","","","3","","","","7","","20","","13","4","нет","99000000","https://www.cian.ru/sale/flat/310933095"
"102.8","3","","3","нет","вторичка","фрунзенская ","10","","","5","","","","5","","6","","14","8","нет","125000000","https://www.cian.ru/sale/flat/310763867"
"101.2","6","","4","да","вторичка","фрунзенская ","6","","","5","","","","9","","14","","8","5","да","180000000","https://www.cian.ru/sale/flat/308466875"
"150.8","4","","3","да","вторичка","тверская ","9","","","6","","","","3","","15","","5","5","нет","189500000","https://www.cian.ru/sale/flat/303016439"
"149.37","8","","4","нет","вторичка","ломоносовский проспект ","21","","","29","","","","2","","27","","9","39","да","231523500","https://www.cian.ru/sale/flat/304963748"
"45","22","","1","нет","вторичка","авиамоторная ","15","","","9","","","","3","","18","","39","11","нет","21000000","https://www.cian.ru/sale/flat/309832606"
"54.4","11","","2","нет","вторичка","кутузовская ","18","","","28","","","","6","","39","","15","27","нет","30990000","https://www.cian.ru/sale/flat/308418795"
"130","6","","4","да","вторичка","трубная ","4","","","1","","","","8","","19","","10","3","да","84500000","https://www.cian.ru/sale/flat/310332815"
"91","16","","3","да","вторичка","петровский парк ","16","","","19","","","","9","","17","","18","5","да","105000000","https://www.cian.ru/sale/flat/310858345"
"100","3","","3","да","вторичка","павелецкая ","16","","","12","","","","2","","24","","14","22","да","119000000","https://www.cian.ru/sale/flat/308807315"
"149.37","8","","4","нет","вторичка","ломоносовский проспект ","21","","","29","","","","2","","27","","9","39","да","231523500","https://www.cian.ru/sale/flat/304963748"
"45","22","","1","нет","вторичка","авиамоторная ","15","","","9","","","","3","","18","","39","11","нет","21000000","https://www.cian.ru/sale/flat/309832606"
"54.4","11","","2","нет","вторичка","кутузовская ","18","","","28","","","","6","","39","","15","27","нет","30990000","https://www.cian.ru/sale/flat/308418795"
"130","6","","4","да","вторичка","трубная ","4","","","1","","","","8","","19","","10","3","да","84500000","https://www.cian.ru/sale/flat/310332815"
"91","16","","3","да","вторичка","петровский парк ","16","","","19","","","","9","","17","","18","5","да","105000000","https://www.cian.ru/sale/flat/310858345"
"100","3","","3","да","вторичка","павелецкая ","16","","","12","","","","2","","24","","14","22","да","119000000","https://www.cian.ru/sale/flat/308807315"
"238.8","11","","6","нет","вторичка","спортивная ","8","","","10","","","","6","","9","","18","5","да","490000000","https://www.cian.ru/sale/flat/300818257"
"75.8","3","","3","нет","вторичка","кутузовская ","18","","","28","","","","6","","39","","15","27","нет","41500000","https://www.cian.ru/sale/flat/309100144"
"38.6","8","","1","да","вторичка","алма-атинская","9","","","3","","","","7","","25","","12","15","да","9700000","https://www.cian.ru/sale/flat/307967252/"
"45.8","9","","2","да","вторичка","алтуфьево","17","","","3","","","","1","","29","","31","3","нет","10500000","https://www.cian.ru/sale/flat/310329831/"
"56.6","14","","2","да","вторичка","аннино","4","","","9","","","","3","","41","","63","8","да","17800000","https://www.cian.ru/sale/flat/309941071/"
"44","5","","2","да","вторичка","аэропорт внуково","10","","","10","","","","5","","23","","31","25","нет","9850000","https://www.cian.ru/sale/flat/308457362/"
"60","5","","2","нет","вторичка","бабушкинская","17","","","20","","","","9","","8","","25","39","да","12000000","https://www.cian.ru/sale/flat/309103997/"
"62","3","","3","да","вторичка","бабушкинская","8","","","5","","","","4","","20","","8","16","нет","18500000","https://www.cian.ru/sale/flat/308882482/"
"139.6","8","","5","да","вторичка","бабушкинская","11","","","7","","","","5","","18","","10","14","да","42750000","https://www.cian.ru/sale/flat/306414838/"
"75","10","","3","да","вторичка","бабушкинская","3","","","5","","","","8","","13","","2","2","да","23900000","https://www.cian.ru/sale/flat/309814723/"
"80.57","3","","4","да","новостройка","багратионовская","14","","","3","","","","4","","10","","10","5","да","50082312","https://www.cian.ru/sale/flat/306068027/"
"70","9","","3","да","вторичка","беговая","4","","","9","","","","3","","8","","15","9","нет","32000000","https://www.cian.ru/sale/flat/307962802/"
"73.8","7","","3","да","вторичка","беляево","16","","","3","","","","5","","14","","10","14","нет","20000000","https://www.cian.ru/sale/flat/310023287/"
"85.3","14","","3","да","новостройка","бибирево","18","","","3","","","","2","","9","","40","7","да","25916784","https://www.cian.ru/sale/flat/309527743/"
"75.9","4","","3","да","вторичка","библиотека имени ленина","11","","","18","","","","7","","12","","24","19","да","36500000","https://www.cian.ru/sale/flat/295685549/"
"38.6","20","","1","да","вторичка","битцевский парк","13","","","4","","","","7","","13","","36","28","нет","13300000","https://www.cian.ru/sale/flat/310763149/"
"72.4","9","","3","да","вторичка","борисово","9","","","7","","","","3","","11","","10","3","да","19900000","https://www.cian.ru/sale/flat/310667479/"
"52.3","12","","2","да","новостройка","боровское шоссе","17","","","9","","","","8","","25","","56","11","нет","16755089","https://www.cian.ru/sale/flat/298526120/"
"61.62","9","","3","нет","новостройка","братиславская","16","","","10","","","","12","","40","","47","16","нет","15207816","https://www.cian.ru/sale/flat/309909988/"
"53.5","2","","2","да","вторичка","бульвар адмирала ушакова","9","","","8","","","","4","","12","","18","11","да","12990000","https://www.cian.ru/sale/flat/296565248/"
"75.5","13","","3","нет","вторичка","бульвар дмитрия донского","15","","","20","","","","9","","49","","19","16","да","17199000","https://www.cian.ru/sale/flat/310971507/"
"86","6","","4","нет","новостройка","бульвар рокоссовского","15","","","6","","","","5","","9","","26","14","да","25511912","https://www.cian.ru/sale/flat/310829164/"
"38.4","23","","2","нет","новостройка","бунинская аллея","18","","","2","","","","7","","17","","10","22","да","11063887","https://www.cian.ru/sale/flat/310897426/"
"76.59","18","","3","нет","новостройка","бутырская","10","","","20","","","","3","","20","","35","28","да","39590000","https://www.cian.ru/sale/flat/292649179/"
"35","4","","1","да","вторичка","варшавская","13","","","4","","","","5","","13","","27","16","да","11400000","https://www.cian.ru/sale/flat/304790354/"
"50","9","","2","да","вторичка","вднх","14","","","7","","","","7","","50","","25","16","да","26699000","https://www.cian.ru/sale/flat/310743079/"
"81.6","19","","3","да","новостройка","владыкино","9","","","1","","","","10","","7","","13","9","да","22000000","https://www.cian.ru/sale/flat/310810900/"
"75.9","18","","3","нет","новостройка","водный стадион","20","","","7","","","","5","","16","","6","10","да","24950000","https://www.cian.ru/sale/flat/309245924/"
"64.6","22","","3","да","новостройка","войковская","19","","","11","","","","11","","31","","43","10","да","24371254","https://www.cian.ru/sale/flat/308009054/"
"60.6","6","","2","да","новостройка","волгоградский проспект","6","","","13","","","","16","","19","","26","42","да","35473620","https://www.cian.ru/sale/flat/302838481/"
"50","15","","2","да","вторичка","волжская","17","","","12","","","","14","","3","","8","36","да","15990000","https://www.cian.ru/sale/flat/309100855/"
"54.3","6","","2","нет","новостройка","волоколамская","20","","","23","","","","21","","17","","25","16","да","22475000","https://www.cian.ru/sale/flat/308963571/"
"52.5","8","","3","нет","вторичка","воробьевы горы","20","","","3","","","","4","","5","","10","7","да","21000000","https://www.cian.ru/sale/flat/310823696/"
"60","3","","3","нет","вторичка","выхино","19","","","35","","","","14","","36","","27","8","нет","12300000","https://www.cian.ru/sale/flat/310694553/"
"59","5","","3","да","вторичка","генерала тюленева","4","","","1","","","","6","","3","","21","12","нет","14400000","https://www.cian.ru/sale/flat/310505447/"
"51","4","","2","да","вторичка","говорово","17","","","1","","","","7","","1","","15","12","нет","14000000","https://www.cian.ru/sale/flat/309990408/"
"36","7","","1","да","вторичка","домодедовская","14","","","6","","","","3","","21","","26","17","да","13300000","https://www.cian.ru/sale/flat/310844711/"
"36.8","11","","2","нет","вторичка","достоевская","10","","","2","","","","6","","14","","9","14","да","11600000","https://www.cian.ru/sale/flat/310814344/"
"60.6","6","","2","да","новостройка","дубровка","15","","","9","","","","7","","4","","13","11","да","35473620","https://www.cian.ru/sale/flat/302838481/"
"68.2","24","","3","да","новостройка","жулебино","14","","","7","","","","3","","11","","20","13","да","16893003","https://lyubertsy.cian.ru/sale/flat/306982085/"
"83.7","25","","3","да","новостройка","зюзино","13","","","8","","","","15","","7","","24","15","нет","51092238","https://www.cian.ru/sale/flat/308803040/"
"62","2","","2","да","вторичка","красные ворота","3","","","5","","","","7","","9","","104","9","да","25000000","https://www.cian.ru/sale/flat/310855218/"
"169","13","","4","да","вторичка","крестьянская застава","11","","","10","","","","4","","21","","25","20","да","99000000","https://www.cian.ru/sale/flat/302559354/"
"15.7","2","","1","да","новостройка","кузьминки","9","","","6","","","","7","","15","","23","7","нет","6009708","https://www.cian.ru/sale/flat/308714674/"
"72.48","16","","3","да","новостройка","кунцевская","12","","","6","","","","12","","16","","4","16","нет","25503972","https://www.cian.ru/sale/flat/307731099/"
"76","5","","3","нет","вторичка","курская","6","","","5","","","","6","","14","","8","9","нет","31500000","https://www.cian.ru/sale/flat/310738494/"
"75.8","5","","3","да","вторичка","лермонтовский проспект","8","","","27","","","","14","","23","","36","18","нет","16300000","https://www.cian.ru/sale/flat/310467412/"
"79","12","","3","да","новостройка","лесопарковая","7","","","12","","","","4","","59","","10","2","да","22980400","https://www.cian.ru/sale/flat/308707508/"
"68.3","2","","3","да","новостройка","лефортово","13","","","2","","","","9","","17","","30","6","да","27655353","https://www.cian.ru/sale/flat/307114574/"
"64.2","15","","3","нет","вторичка","лианозово","18","","","9","","","","7","","13","","23","12","нет","12900000","https://www.cian.ru/sale/flat/310161097/"
"240","5","","6","да","вторичка","лубянка","15","","","18","","","","7","","12","","24","19","да","124500000","https://www.cian.ru/sale/flat/303116237/"
"29.4","20","","2","да","новостройка","лухмановская","12","","","4","","","","6","","18","","32","46","да","8673000","https://lyubertsy.cian.ru/sale/flat/303979583/"
"182","6","","3","нет","вторичка","марксистская","13","","","5","","","","4","","41","","3","8","да","290000000","https://www.cian.ru/sale/flat/297630559/"
"57.8","2","","2","да","вторичка","марьино","20","","","2","","","","3","","6","","26","3","да","14900000","https://www.cian.ru/sale/flat/310531592/"
"84.7","17","","3","да","вторичка","медведково","14","","","3","","","","5","","4","","14","7","да","20550000","https://www.cian.ru/sale/flat/301785053/"
"53.4","5","","2","да","вторичка","митино","8","","","3","","","","5","","6","","5","3","нет","14300000","https://www.cian.ru/sale/flat/307724281/"
"75.5","15","","2","нет","новостройка","мневники","18","","","7","","","","5","","14","","59","23","да","38000000","https://www.cian.ru/sale/flat/304697346/"
"39","25","","1","да","вторичка","молодежная","8","","","23","","","","11","","17","","52","75","да","16000000","https://www.cian.ru/sale/flat/310000720/"
"75.4","9","","3","да","вторичка","мякинино","20","","","1","","","","10","","9","","13","1","нет","18600000","https://www.cian.ru/sale/flat/310872222/"
"74.6","8","","3","да","вторичка","нагатинская","18","","","4","","","","6","","18","","32","46","да","29500000","https://www.cian.ru/sale/flat/309802564/"
"65","15","","3","да","вторичка","нагатинский затон","18","","","12","","","","21","","8","","21","32","да","33500000","https://www.cian.ru/sale/flat/310534304/"
"79","16","","3","да","вторичка","народное ополчение","18","","","8","","","","3","","8","","43","12","нет","25800000","https://www.cian.ru/sale/flat/300581111/"
"64.6","11","","3","да","вторичка","нахимовский проспект","13","","","3","","","","4","","20","","20","27","нет","17900000","https://www.cian.ru/sale/flat/298678425/"
"37.2","8","","1","да","вторичка","некрасовка","7","","","4","","","","1","","6","","13","4","нет","9500000","https://www.cian.ru/sale/flat/308475355/"
"135.8","14","","5","да","вторичка","новогиреево","7","","","4","","","","14","","47","","48","3","да","46700000","https://www.cian.ru/sale/flat/309058189/"
"70","7","12","2","да","вторичка","новокосино","6","","","11","","","","1","","6","","24","25","да","17700000","https://www.cian.ru/sale/flat/300744222/"
"56","6","15","2","да","вторичка","новомосковская","7","","","29","","","","27","","57","","40","36","да","15300000","https://www.cian.ru/sale/flat/310914029/"
"60","16","20","2","нет","новостройка","новопеределкино","7","","","19","","","","4","","25","","37","37","да","14311111","https://www.cian.ru/sale/flat/304056259/"
"43.5","2","24","1","нет","новостройка","озерная","19","","","10","","","","5","","7","","4","8","да","17768630","https://www.cian.ru/sale/flat/306658027/"
"57.7","22","22","2","нет","вторичка","окружная","10","","","2","","","","7","","6","","12","17","да","18300000","https://www.cian.ru/sale/flat/309871739/"
"52","3","14","2","да","вторичка","окская","14","","","2","","","","3","","22","","48","15","нет","16600000","https://www.cian.ru/sale/flat/310433000/"
"57.7","8","19","2","нет","новостройка","октябрьское поле","18","","","10","","","","4","","21","","25","20","да","28388400","https://www.cian.ru/sale/flat/298380230/"
"50.9","4","17","2","нет","новостройка","ольховая","7","","","17","","","","11","","20","","8","49","да","11198000","https://www.cian.ru/sale/flat/309867897/"
"60.1","33","52","2","нет","новостройка","орехово","8","","","19","","","","3","","48","","35","6","да","20772603","https://www.cian.ru/sale/flat/302106849/"
"72","1","","3","да","вторичка","партизанская","14","","","5","","","","3","","13","","36","13","да","18300000","https://www.cian.ru/sale/flat/305538997/"
"51.4","14","","2","да","вторичка","первомайская","8","","","5","","","","3","","13","","36","13","нет","16000000","https://www.cian.ru/sale/flat/310819924/"
"42","3","","2","нет","вторичка","перово","10","","","11","","","","7","","12","","37","4","нет","14500000","https://www.cian.ru/sale/flat/309599543/"
"69.4","8","","3","да","вторичка","печатники","1","","","11","","","","8","","10","","7","12","нет","20500000","https://www.cian.ru/sale/flat/288058910/"
"78","17","","3","да","вторичка","пионерская","7","","","10","","","","5","","13","","30","11","нет","32700000","https://www.cian.ru/sale/flat/302902532/"
"44.9","4","","2","да","вторичка","планерная","6","","","1","","","","5","","23","","22","1","да","15200000","https://www.cian.ru/sale/flat/309640390/"
"50.7","2","","2","да","вторичка","потапово","12","","","18","","","","7","","19","","4","35","да","15950000","https://www.cian.ru/sale/flat/309540377/"
